Company_Brand,Founded,HeadQuarter,Sector,What_it_does,Founders,Investor,Amount,Stage,year,Amount in Millions
RIPPLR,2019.0,Bangalore,Technology,India’s first Plug-n-Play distribution ecosystem for brands,"Abhishek Nehru, Santosh Dabke","Sojitz Corporation, Stride Ventures",12000000.0,Series,2021,12.0
SK Finance,1994.0,Jaipur,Finance,SK Finance is a leading player in vehicle financing and small business loans lending space with AUM over 4000cr.,Rajendra Setia,"IIFL Wealth, TPG Growth, Norwest Venture Partners",53000000.0,Series,2021,53.0
Eggoz,2017.0,Gurugram,"Food, Hospitality, Tourism & Travel",Make a meaningful impact to improve the protein consumption of people by enriching the lives of the rural egg farmers.,"Abhishek Negi, Uttam Kumar, Aditya Singh, Pankaj Pandey","Nabventures, Avaana Capital",3500000.0,Series,2021,3.5
Fabriclore,2016.0,Jaipur,Technology,"India's top brand of artisanal & contemporary fabrics, offering the largest catalog of both curated & original designs.","Vijay Sharma, Anupam Arya, Sandeep Sharma","Fluid Ventures, Mulberry Silks",700000.0,Series,2021,0.7
Veefin,2010.0,Mumbai,Technology,"Veefin is the world leader in contextual SCF and digital lending solution adopting user-led design, data and analytics, built by bankers for bankers.","Gautam Udani, Raja Debnath",Rajesh Rajendran,3000000.0,Seed,2021,3.0
Verandah,2011.0,Mumbai,Technology,Verandah is a conscious luxury travel brand retailing amongst the luxury resort wear space with design roots.,Anjali Patel Mehta,"Mike Novogratz, Neeraj Arora",1000000.0,Seed,2021,1.0
Karkinos Healthcare,2020.0,Mumbai,Technology,"Medical center for treatment of complex cancers; and research center which leverages technologies such as genomics, synthetic biology, sensors, and AI to analyze data and leading to the development of  affordable cancer interventions.","R Venkataramanan, Ravi Kant",Reliance Digital Health,3500000.0,Seed,2021,3.5
OWO Technologies,2020.0,Gurugram,"Food, Hospitality, Tourism & Travel",An ecommerce startup offering online beverages and packaged drinking water,"Ajay Changani, Hardev Sahu",Inflection Point Ventures,3000000.0,Seed,2021,3.0
EsportsXO,2020.0,Bangalore,Technology,EsportsXO is an esports tournament management company which offers software to manage tournaments online.,"Utsav Umang, Rohit Raj, Vikas Goel",We Founder Circle,1100000.0,Seed,2021,1.1
Zorgers,2013.0,Mohali,Technology,Zorgers Home Healthcare is India’s most trusted Home Healthcare Service Provider. Recognized by the Govt of India.,"Varun Gupta, Anil Kumar, Abhinav Gupta",Ritu Marya Family Office.,3500000.0,Seed,2021,3.5
BangDB,2015.0,Bangalore,Technology,A Converged NoSQL Data Platform for Predictive and Real-Time analytics for Operational Intelligence,Sachin Sinha,Ten Innovate,3500000.0,Seed,2021,3.5
Neobank Jupiter,2019.0,Mumbai,Finance,Jupiter is a digital banking app with one simple aim – to deliver a banking experience that keeps pace with you.,Jitendra Gupta,"Tiger Global, Sequoia Capital",86000000.0,Series,2021,86.0
Skippi Ice Pops,2021.0,Hyderabad,"Food, Hospitality, Tourism & Travel",India's First Icepops Brand,Ravi Kabra,Shark Tank India,130000.0,Seed,2021,0.13
Glii,2020.0,Noida,Other,India’s finest dating companionship application,Shivam Kaushik,We Founder Circle,10000.0,Seed,2021,0.01
GlobalBees,2021.0,New Delhi,E-Commerce & Retail,Globalbees partners with entrepreneurs who have built an online-first business.,"Nitin Agarwal, Supam Maheshwari","Premji Invest, Steadview Capital",111000000.0,Series,2021,111.0
Mamaearth,2016.0,Gurugram,Technology,Baby and mother care brand,"Ghazal, Varun Alagh",Sequoia,37000000.0,Seed,2021,37.0
SecureNow,2011.0,Gurugram,Finance,SecureNow is an award winning tech-enabled insurance intermediary.,"Kapil Mehta, Abhishek Bondia",Apis Insurtech Fund I,6000000.0,Series,2021,6.0
Vendor Infra,2019.0,Gurugram,Real Estate,"A B2B Collaboration Platform for Infrastructure Sectors to Search Vendors, Get Quotes, Find Opportunities",Rahul Jain,"SK Tripathi, Sanjeev Gupta",265000.0,Seed,2021,0.265
Hakuna Matata,2006.0,Chennai,Technology,Hakuna Matata Solutions is a leading Digital Transformation Company offering a full spectrum of technology solutions and services for enterprises across different industry verticals all over the globe.,Gengarajan PV,Hardcastle Petrofer,1000000.0,Seed,2021,1.0
OneCard,2019.0,Pune,Finance,"India's finest and smartest metal credit card, reimagined for the mobile generation.","Rupesh Kumar, Anurag Sinha, Vibhav Hathi","Ocean View Investment, QED Fund",76000000.0,Seed,2021,76.0
Doubtnut,2016.0,Gurugram,Technology,"Doubtnut operates as an e-learning platform that enables users to ask study questions in Physics, Chemistry, and Math.","Aditya Shankar, Tanushree Nagori","Omidyar Network, Tencent Holdings",30000000.0,Series,2021,30.0
Hubhopper,2015.0,New Delhi,"Fashion, Sports, Entertainment, Media & Arts","Hubhopper is India's leading podcast hosting, creation & distribution platform. Getting podcast across both Indian & global audio platforms",Gautam Raj Anand,"ITI Growth Opportunities Fund, Unit-E Ventures",3500000.0,Seed,2021,3.5
Infra.Market,2016.0,Thane,Real Estate,Infra.Market is an online procurement marketplace for every category of materials and products needed for building projects.,"Aaditya Sharda, Souvik Sengupta","InnoVen Capital, Nexus Venture Partners",100000000.0,Series,2021,100.0
Comofi Medtech,2017.0,Bangalore,Technology,"Comofi Medtech develops healthcare products using artificial intelligence, augmented reality and IoT technologies","Satish Kalme, Kubasad Gururaj",CIIE.CO,200000.0,Seed,2021,0.2
Battery Smart,2019.0,New Delhi,Manufacturing,Battery Smart provides advanced Li-ion batteries to e-rickshaws.,"Pulkit Khurana, Siddharth Sikka",Orios Venture Partners,3500000.0,Seed,2021,3.5
Kutuki,2017.0,Bangalore,Technology,Kutuki is a learning platform focused on children between the ages of three and seven.,"Bharath Bevinahally, Sneha Sundaram",Omidyar Network India,2000000.0,Seed,2021,2.0
Onelife,2019.0,Mumbai,Technology,"Aspire to leverage the gifts of nature and science to help you make holistic lifestyle changes, with minimalistic effort, improving overall well-being.",Gaurav Aggarwal,Wipro venture capital arm,3500000.0,Seed,2021,3.5
Eupheus,2017.0,New Delhi,Technology,Eupheus Learning offers a seamless integrated learning solution for the K-12 market in India.,"Amit Kapoor, Rohit Dhar, Sarveshwar Shrivastava, Ved Prakash Khatri","Yuj Ventures, Sixth Sense Ventures",4000000.0,Series,2021,4.0
KreditBee,2018.0,Bangalore,Technology,KreditBee is an Instant Personal Loan Platform for Young Professionals.,Madhusudan Ekambaram,"Premji Invest, Mirae Asset Naver Asia Growth Fund, Alpine Capital",75000000.0,Series,2021,75.0
Pencil,2019.0,Mumbai,"Fashion, Sports, Entertainment, Media & Arts",Pencil is a content publishing platform that enables writers to publish their work for free.,"Malini Nair, Preeti Chib, Swarup Nanda","Inflection Point Ventures, SucSEED Venture Partners",1000000.0,Series,2021,1.0
Aisle,2014.0,Bangalore,Other,Aisle connects the new generation of single independent Indians from around the world looking for meaningful relationships.,Able Joseph,"Anas Rahman Junaid, Vinod Jose",3500000.0,Series,2021,3.5
Marquee Equity,2016.0,Mumbai,Technology,The World's #1 Fundraising Service - Investor Meetings + Deal Documents - Globally,Ash Narain,"Capital One, Arrowroot Capital",3800000.0,Seed,2021,3.8
UptimeAI,2016.0,Bangalore,Technology,"Enable true digital transformation with AI driven insights, to enable manufacturers stay ten steps ahead of process inefficiencies and equipment failures","Jagadish Gattu, Vamsi Yalamanchili",YourNest Venture Capital,1500000.0,Seed,2021,1.5
WizKlub,2018.0,Bangalore,Technology,Wizklub uses a unique method of developing and nurturing Higher Order Thinking Skills in children,Amit Bansal,Incubate Fund India,800000.0,Series,2021,0.8
Zolve,2020.0,Bangalore,Technology,Zolve Innovations operates as a neo-banking startup.,Raghunandan G,"Kunal Shah, Greg Kidd",15000000.0,Seed,2021,15.0
MediBuddy,2000.0,Bangalore,Technology,"MediBuddy is a digital healthcare platform for inpatient hospitalization, outpatient services, and corporate wellness benefits.",Satish Kannan,"InnoVen Capital, TEAMFund",3000000.0,Debt,2021,3.0
Pariksha,2015.0,Pune,Technology,"Pariksha - The Sucess App, India's largest vernacular test preparation company for the mobile 1st internet users of India.","Deepak Choudhary, Karanvir Singh Shekhawat, Utkarsh Bagri, Vikram Shekhawat","Venture Catalysts, 9Unicorns Accelerator Fund",2000000.0,Series,2021,2.0
Express Stores,2019.0,Gurugram,E-Commerce & Retail,Express Stores is a retail and omnichannel startup company,"Apoorv Jain, Kartik Gupta","Venture Highway, Rohit Bansal",1000000.0,Seed,2021,1.0
Avataar Ventures,2019.0,Bangalore,Technology,Avataar Venture Partners is a growth Capital Investment Firm.,Mohan Kumar,Inflection Point Ventures,100000000.0,Seed,2021,100.0
Zingbus,2019.0,Haryana,Transport & Logistics,Zingbus is an emerging brand in the intercity bus services.,Mratunjay Beniwal,"Venture Catalysts, 9Unicorns Accelerator Fund",3500000.0,Series,2021,3.5
Phable,2017.0,Bangalore,Technology,Mobile App for Patients and Doctors,"Mukesh Bansal, Prasanth Reddy, Sumit Sinha","Fresco Capital, Social Starts",12000000.0,Series,2021,12.0
Codingal,2020.0,Bangalore,Technology,Coding education platform for K-12 students,"Satyam Baranwal, Vivek Prakash","Y Combinator, Rebright Partners",3500000.0,Seed,2021,3.5
Supply6,2018.0,Bangalore,Technology,Supply6 is a food supplement brand that claims to provide nutritional supplements in drinkable forms such as smoothies.,"Rahul Jacob, Vaibhav Bhandari","Rohit Goutamchand, India CXO Fund",100000.0,Seed,2021,0.1
Swajal,2015.0,Hyderabad,HealthCare,Swajal uses clean solar energy to purify drinking water at an affordable rate.,"Advait Kumar, Vibha Tripathi","Rajasthan Venture Capital Fund, ACPL Exports",1600000.0,Series,2021,1.6
BharatPe,2018.0,New Delhi,Technology,BharatPe develops a QR code-based payment app for offline retailers and businesses.,"Ashneer Grover, Shashvat Nakrani","Amplo, Insight Partners",100000000.0,Series,2021,100.0
Filo,2020.0,New Delhi,Technology,Instant learning platform for students while self study.,"Imbesat Ahmad, Shadman Anwer",Better Capital,260000.0,Pre-seed,2021,0.26
Method & Madness,2020.0,Mumbai,Real Estate,Method & Madness Technology operates as a real-estate tech company.,Aditya Jhaveri,Justin Mateen,2000000.0,Seed,2021,2.0
EduFund,2020.0,Gujarat,Technology,Changing the way Indians evaluate and plan higher education,"Arindam Sengupta, Eela Dubey",View Trade Holding Corp,300000.0,Pre-seed,2021,0.3
Pepperfry,2011.0,Mumbai,E-Commerce & Retail,Pepperfry is an online home and lifestyle shopping store selling products with cash on delivery facilities.,"Ambareesh Murty, Ashish Shah","InnoVen Capital, Bertelsmann India Investments",30000000.0,Debt,2021,30.0
Zingavita,2020.0,Chandigarh,Technology,"Explore a range of kids nutrition supplements formulated using highest quality ingredients, that are Deliciously Healthy and super fun to consume.","Rohit Anand, Sachin Goel",Anicut Angel Fund,400000.0,Seed,2021,0.4
Hypd Store,2020.0,New Delhi,E-Commerce & Retail,"A shop worthy content platform, personalized!","Ashwarya Garg, Akshay Bhatnagar",ScoopWhoop,3500000.0,Pre-seed,2021,3.5
VerSe Innovation,2007.0,Bangalore,Other,Owner of Dailyhunt App and I-Pay,Virendra Gupta,"Canaan Valley Capital, Glade Brook Capital Partners",1000000000.0,Series,2021,1000.0
Supersourcing,2020.0,Indore,Technology,Build your next app or website with our exclusive network of certified IT companies.,"Mayank Pratap Singh, Aditi Chaurasia","Vijay Shekhar Sharma, Dr Ritesh Malik",200000.0,Seed,2021,0.2
AutomataPi,2017.0,Powai,Technology,AutomataPi is a next generation cognitive business process automation engine.,"Devesh Rao, Manjeet Khopkar, Rahul Hattangdi",Indian Angel Network,400000.0,Seed,2021,0.4
Newton School,2019.0,Bangalore,Technology,Newton School is a platform to learn and develop skills that you need for your best Tech career.,"Nishant Chandra, Siddharth Maheshwari","RTP Global, Harshil Mathur",5000000.0,Series,2021,5.0
TenderCuts,2011.0,Chennai,"Food, Hospitality, Tourism & Travel","TenderCuts is an online meat shop that delivers antibiotic-free, hygienic, and farm fresh chicken, free range goat, and seafood.",Nishanth Chandran,"Paragon Partners, NABVENTURES",15000000.0,Seed,2021,15.0
Siply,2020.0,Bangalore,Technology,Siply Services operates as a micro-savings platform.,"Sousthav Chakrabarty, Anil Bhat",Inflection Point Ventures,1000000.0,Seed,2021,1.0
SarvaGram,2019.0,Mumbai,Technology,SarvaGram provides livelihood upgradation for aspiring households based in rural and semi-urban India.,"Utpal Isser, Sameer Mishra",Elevation Capital,10000000.0,Series,2021,10.0
Unlu,2020.0,Gurugram,Technology,Personalised Video Shoutout from top celebrities,"Akshay Pruthi, Anurag Dalia, Himanshu Periwal, Vipul Agrawal",EXPERT DOJO,1000000.0,Seed,2021,1.0
GlobalFair,2020.0,Gurugram,Finance,One-stop solution for all your procurement needs,"Ashish Chandra, Shaily Garg","Saama Capital, India Quotient",2000000.0,Seed,2021,2.0
Eduvanz,2016.0,Mumbai,Technology,"Eduvanz is new, innovative finance company, which is completely revolutionizing the student loan market.","Atul Sashittal, Raheel Shah, Varun Chopra","InCred Financial Services, Vivriti Capital, Northern Arc Capital",10000000.0,Debt,2021,10.0
OwO,2020.0,Gurugram,E-Commerce & Retail,"Shop packaged drinking water, beverages from your favorite brands i.e. Kinley, Bisleri, Aquafina, Coca-cola, Pepsi etc",Hardev Sahu,ah! Ventures,200000.0,Seed,2021,0.2
Progcap,2017.0,New Delhi,Technology,Progcap is a financial service company that provides financial opportunities for micro and small businesses in the last mile.,"Pallavi Shrivastava, Himanshu Chandra","Somak Ghosh, M V Nair",1000000.0,Debt,2021,1.0
ABL Workspaces,2017.0,New Delhi,Technology,ABL Workspaces is a co-working space where professionals from all walks of life come to work under one roof.,"Ankur Gupta, Akshita Gupta",Wurk,600000.0,Series,2021,0.6
Nazara Technologies,2000.0,Mumbai,"Fashion, Sports, Entertainment, Media & Arts","Nazara Technologies develops mobile content such as games, themes, wallpapers, and multimedia.",Nitish Mittersain,"Plutus Wealth Management, Turtle Entertainment",10000000.0,Seed,2021,10.0
Scentials,2018.0,Mumbai,Technology,Scentials is building a unique beauty brands studio platform,"Mahesh Bhupathi, Jinesh Mehta","Ambiga Subramanian, Goutham Ekollu",6000000.0,Seed,2021,6.0
SplashLearn,2018.0,Hyderabad,Technology,SplashLearn is an EdTech startup company providing game-based math and reading courses to students in pre-kindergarten to grade five.,"Arpit Jain, Joy Deep Nath, Mayank Jain, Umang Jain","Accel, Owl Ventures",18000000.0,Series,2021,18.0
Maya,2016.0,Bangalore,Technology,Maya enables women to keep track of their health via a mobile application.,John Paul,Rajan Anadan,2200000.0,Seed,2021,2.2
GoTo,2020.0,Ghaziabad,Transport & Logistics,Real Time Intercity City Transit Platform For 1.25 Bn People In India,"Akhilesh Sagar, Harsh Vardhan Sharma",Jesse Lucas,150000.0,Seed,2021,0.15
MediBuddy,2000.0,Bangalore,Technology,MediBuddy is a Trusted Digital Platform for Cashless Healthcare. MediBuddy connects patients with doctors and hospitals.,"atish Kannan, Enbasekar","IDFC Private Equity, Bessemer Venture Partners",40000000.0,Series,2021,40.0
Zetwerk,2018.0,Bangalore,E-Commerce & Retail,Zetwerk is an online marketplace that connects buyers and suppliers for manufacturing jobs.,"Amrit Acharya, Rahul Sharma, Srinath Ramakkrushnan, Vishal Chaudhary","Sequoia Capital India, Accel",120000000.0,Series,2021,120.0
Remedico,2017.0,Hyderabad,Technology,Remedico is a Mobile healthcare,Ranjit Bhatia,"Venture Catalysts, Tahseen Consulting",500000.0,Seed,2021,0.5
